연번,시도,시군구,읍면동,주    소,전화번호,실제_기관명_전화_AI,D열과의 매핑여부,팩스번호,실제_기관명_팩스_AI,I열과의 매핑여부,팩스전송결과(250711),팩스전송_성공여부,우선순위_케이스,Phase0_성공여부,Phase0_전화매칭,Phase0_팩스매칭,Phase0_신뢰도,전화_매칭_유형,팩스_매칭_유형,최종_결과,오류_메시지
3017,경북,영주시,휴천3동행정복지센터,경상북도 영주시 구성로273번길 30 ,054-635-3311,054-635-3311은 경북 영주시 휴천3동 주민센터의 전화번호입니다,,054-639-7939,054-639-7939은 경북 영주시 휴천3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3018,경북,영주시,가흥1동행정복지센터,경상북도 영주시 대동로13번길 9,054-635-3312,,,054-639-7959,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3020,경북,영천시,금호읍행정복지센터,경상북도 영천시 금호읍 금호로 153 ,054-339-7020,,,054-330-6801,054-330-6801은 경북 영천시 금호읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3023,경북,영천시,화산면행정복지센터,경상북도 영천시 화산면 연지길 16 ,,,,054-231-7703,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3024,경북,영천시,화북면행정복지센터,경상북도 영천시 화북면 화북길 93 ,054-537-8565,,,054-330-6805,054-330-6805은 경북 영천시 화북면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3025,경북,영천시,화남면행정복지센터,경상북도 영천시 화남면 신화로 1197 ,,,,054-330-6806,054-330-6806은 경북 영천시 화남면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3027,경북,영천시,임고면행정복지센터,경상북도 영천시 임고면 포은로 491 ,054-824-2452,,,054-330-6808,054-330-6808은 경북 영천시 임고면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3030,경북,영천시,대창면행정복지센터,경상북도 영천시 대창면 금박로 1057-7,,,,054-337-7993,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3031,경북,영천시,동부동행정복지센터,경상북도 영천시 상록4길 63(야사동) ,,,,054-330-6812,054-330-6812은 경북 영천시 동부동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3032,경북,영천시,중앙동행정복지센터,경상북도 영천시 천문로 402-4(문내동),,,,054-330-6813,054-330-6813은 경북 영천시 중앙동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3033,경북,영천시,서부동행정복지센터,경상북도 영천시 장수로 19(화룡동) ,,,,054-330-6814,054-330-6814은 경북 영천시 서부동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3036,경북,상주시 ,함창읍행정복지센터,경상북도 상주시 함창읍 함창중앙로 135    ,054-552-3210,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3039,경북,상주시 ,낙동면행정복지센터,경상북도 상주시 낙동면 상촌1길 29,054-537-8116,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3040,경북,상주시 ,청리면행정복지센터,경상북도 상주시 청리면 원장1길 12,,,,054-330-6805,054-330-6805은 경북 영천시 화북면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3042,경북,상주시 ,외남면행정복지센터,경상북도 상주시 외남면 석단로 932,,,,054-330-6805,054-330-6805은 경북 영천시 화북면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3043,경북,상주시 ,내서면행정복지센터,경상북도 상주시 내서면 신촌2길 8,,,,054-550-6703,054-550-6703은 경북 문경시 영순면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3044,경북,상주시 ,모동면행정복지센터,경상북도 상주시 모동면 용호3길 5,,,,054-534-8327,054-534-8327은 경북 상주시 모동면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3046,경북,상주시 ,화동면행정복지센터,경상북도 상주시 화동면 이소1길 42-5,,,,054-330-6805,054-330-6805은 경북 영천시 화북면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3048,경북,상주시 ,화북면행정복지센터,경상북도 상주시 화북면 문장로 1739,054-537-8913,054-537-8913은 경북 상주시 화북면 주민센터의 전화번호입니다,,054-330-6805,054-330-6805은 경북 영천시 화북면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3053,경북,상주시 ,화남면행정복지센터,경상북도 상주시 화남면 평온동관로 3,054-339-7514,054-339-7514은 경북 영천시 화남면 주민센터의 전화번호입니다,,054-330-6806,054-330-6806은 경북 영천시 화남면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3054,경북,상주시 ,남원동행정복지센터,경상북도 상주시 중앙로 132,054-537-8565,,,054-639-7439,054-639-7439은 경북 영주시 풍기읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3056,경북,상주시 ,계림동행정복지센터,경상북도 상주시 냉림1길 50,054-537-8622,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3060,경북,문경시,문경읍 행정복지센터,경상북도 문경시 문경읍 청운로 55,054-552-3210,,,054-550-6701,054-550-6701은 경북 문경시 문경읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3061,경북,문경시,가은읍 행정복지센터,경상북도 문경시 가은읍 가은로 123,054-508-8550,054-508-8550은 경북 문경시 가은읍 주민센터의 전화번호입니다,,054-550-6702,054-550-6702은 경북 문경시 가은읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3062,경북,문경시,영순면 행정복지센터,경상북도 문경시 영순면 산남로 23,054-552-6031,054-552-6031은 경북 문경시 영순면 주민센터의 전화번호입니다,,054-550-6703,054-550-6703은 경북 문경시 영순면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3063,경북,문경시,산양면 행정복지센터,경상북도 문경시 산양면 불암2길 8-5,054-552-3706,054-552-3706은 경북 문경시 산양면 주민센터의 전화번호입니다,,054-550-6704,054-550-6704은 경북 문경시 산양면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3064,경북,문경시,호계면 행정복지센터,경상북도 문경시 호계면 막곡장터길 11,054-552-3210,,,054-550-6705,054-550-6705은 경북 문경시 호계면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3065,경북,문경시,산북면 행정복지센터,경상북도 문경시 산북면 금천로 586,054-552-3210,,,054-550-6706,054-550-6706은 경북 문경시 산북면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3066,경북,문경시,동로면 행정복지센터,경상북도 문경시 동로면 벌재장터길 8-7,054-552-3210,,,054-550-6707,054-550-6707은 경북 문경시 동로면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3067,경북,문경시,마성면 행정복지센터,경상북도 문경시 마성면 은성로 1661,054-550-8740,054-550-8740은 경북 문경시 마성면 주민센터의 전화번호입니다,,054-550-6708,054-550-6708은 경북 문경시 마성면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3068,경북,문경시,농암면 행정복지센터,경상북도 문경시 농암면 농암길 50,054-552-3210,,,054-550-6709,054-550-6709은 경북 문경시 농암면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3069,경북,문경시,점촌1동 행정복지센터,경상북도 문경시 점촌로 54-3,054-552-3221,054-552-3221은 경북 문경시 점촌1동 주민센터의 전화번호입니다,,054-550-6710,054-550-6710은 경북 문경시 점촌1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3070,경북,문경시,점촌2동 행정복지센터,경상북도 문경시 중앙로 50,054-552-3222,054-552-3222은 경북 문경시 점촌2동 주민센터의 전화번호입니다,,054-550-6711,054-550-6711은 경북 문경시 점촌2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3071,경북,문경시,점촌3동 행정복지센터,경상북도 문경시 신흥로 254,054-550-8840,054-550-8840은 경북 문경시 점촌3동 주민센터의 전화번호입니다,,054-550-6712,054-550-6712은 경북 문경시 점촌3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3072,경북,문경시,점촌4동 행정복지센터,경상북도 문경시 공평로 71,054-550-8853,054-550-8853은 경북 문경시 점촌4동 주민센터의 전화번호입니다,,054-550-6713,054-550-6713은 경북 문경시 점촌4동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3073,경북,문경시,점촌5동 행정복지센터,경상북도 문경시 매봉로 65,054-552-3210,,,054-550-6714,054-550-6714은 경북 문경시 점촌5동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3082,경북,경산시,중앙동 행정복지센터,경상븍도 경산시 경안로30길 18 ,,,,054-330-6813,054-330-6813은 경북 영천시 중앙동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3083,경북,경산시,동부동 행정복지센터,경상븍도 경산시 백자로 46,,,,054-330-6812,054-330-6812은 경북 영천시 동부동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3087,경북,경산시,북부동 행정복지센터,경상븍도 경산시 중방로 125 ,,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3089,경북,군위군,군위읍행정복지센터,경상북도 군위군 군위읍 중앙길 134,054-380-6501,054-380-6501은 대구 군위구 군위읍 주민센터의 전화번호입니다,,054-231-7703,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3090,경북,군위군,소보면행정복지센터,경상북도 군위군 소보면 송백로 1415,054-380-6502,054-380-6502은 대구 군위구 소보면 주민센터의 전화번호입니다,,054-231-7703,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3095,경북,군위군,산성면행정복지센터,경상북도 군위군 산성면 산성가음로 668,054-552-3210,,,054-550-6704,054-550-6704은 경북 문경시 산양면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3097,경북,의성군,의성읍행정복지센터,경상북도 의성군 의성읍 후죽3길 5,054-834-8900,,,054-830-5931,054-830-5931은 경북 의성군 의성읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3098,경북,의성군,단촌면행정복지센터,경상북도 의성군 단촌면 장터길 23,054-830-5042,,,054-830-5932,054-830-5932은 경북 의성군 단촌면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3099,경북,의성군,점곡면행정복지센터,경상북도 의성군 점곡면 점곡길 73,054-830-5063,054-830-5063은 경북 의성군 점곡면 주민센터의 전화번호입니다,,054-830-5931,054-830-5931은 경북 의성군 의성읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3100,경북,의성군,옥산면행정복지센터,경상북도 의성군 옥산면 신감옥산로 1180,,,,054-830-5934,054-830-5934은 경북 의성군 옥산면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3101,경북,의성군,사곡면행정복지센터,경상북도 의성군 사곡면 의성사곡로 973,,,,054-830-5935,054-830-5935은 경북 의성군 사곡면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3102,경북,의성군,춘산면행정복지센터,경상북도 의성군 춘산면 금성현서로 1481,054-480-7068,,,054-830-5936,054-830-5936은 경북 의성군 춘산면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3103,경북,의성군,가음면행정복지센터,경상북도 의성군 가음면 금성현서로 455,054-833-9302,,,054-830-5936,054-830-5936은 경북 의성군 춘산면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3104,경북,의성군,금성면행정복지센터,경상북도 의성군 금성면 탑리길 115,054-830-5164,054-830-5164은 경북 의성군 금성면 주민센터의 전화번호입니다,,054-830-5938,054-830-5938은 경북 의성군 금성면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3105,경북,의성군,봉양면행정복지센터,경상북도 의성군 봉양면 도리원3길 31,054-830-5195,054-830-5195은 경북 의성군 봉양면 주민센터의 전화번호입니다,,054-830-5939,054-830-5939은 경북 의성군 봉양면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3106,경북,의성군,비안면행정복지센터,경상북도 의성군 비안면 강변길 59,054-830-5224,054-830-5224은 경북 의성군 비안면 주민센터의 전화번호입니다,,054-830-5931,054-830-5931은 경북 의성군 의성읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3107,경북,의성군,구천면행정복지센터,경상북도 의성군 구천면 소보안계로 1601,054-830-5245,054-830-5245은 경북 의성군 구천면 주민센터의 전화번호입니다,,054-830-5941,054-830-5941은 경북 의성군 구천면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
