연번,시도,시군구,읍면동,주    소,전화번호,실제 기관명,올바른 전화번호,팩스번호,실제 기관명,올바른 팩스번호,팩스전송결과(250711),,
2121,충북,음성군,감곡면행정복지센터,충청북도 음성군 감곡면 음성로 2652,043-871-3165,,,043-871-1906,,,성공,,a
2122,충북,단양군,단양읍행정복지센터,충청북도 단양군 단양읍 중앙1로 35,043-420-3501,,,043-423-9926,,,성공,,b
2123,충북,단양군,매포읍행정복지센터,충청북도 단양군 매포읍 평동14길 12,043-220-2512,,,043-767-4105,,,연결끊김 ,,a
2124,충북,단양군,단성면행정복지센터,충청북도 단양군 단성면 충혼로 16,043-871-3114,,,,,,#N/A,,b
2125,충북,단양군,대강면행정복지센터,충청북도 단양군 대강면 대강로 74,,,,,,,#N/A,,a
2126,충북,단양군,가곡면행정복지센터,충청북도 단양군 가곡면 남한강로 550,,,,,,,#N/A,,b
2127,충북,단양군,영춘면행정복지센터,충청북도 단양군 영춘면 온달평강3로 9,043-220-2055,,,,,,#N/A,,a
2128,충북,단양군,어상천면행정복지센터,충청북도 단양군 어상천면 어상천로 928,043-420-3901,,,,,,#N/A,,b
2129,충북,단양군,적성면행정복지센터,충청북도 단양군 적성면 금수산로 957,,,,,,,#N/A,,a
2130,충남,천안시 동남구, 목천읍행정복지센터 ,충청남도 천안시 동남구 목천읍 서리1길 41-7,041-521-4653,,,041-521-6139,,,성공,,b
2131,충남,천안시 동남구, 풍세면행정복지센터 ,충청남도 천안시 풍세면 상정1길 3,041-521-4685,,,041-521-4689,,,성공,,a
2132,충남,천안시 동남구, 광덕면행정복지센터 ,충청남도 천안시 동남구 광덕면 신흥3길 33,041-521-4701,,,,,,#N/A,,b
2133,충남,천안시 동남구, 북면행정복지센터 ,충청남도 천안시 동남구 북면 위례성로 724,,,,,,,#N/A,,a
2134,충남,천안시 동남구, 성남면행정복지센터 ,충청남도 천안시 동남구 성남면 신사대화로 149,041-521-4741,,,041-521-4679,,,연결끊김 ,,b
2135,충남,천안시 동남구, 수신면행정복지센터 ,충청남도 천안시 동남구 수신면 수신로 431,041-521-4983,,,041-521-4761,,,연결끊김 ,,a
2136,충남,천안시 동남구, 병천면행정복지센터 ,충청남도 천안시 동남구 병천면 병천2로 57,041-521-4781,,,041-521-6139,,,성공,,b
2137,충남,천안시 동남구, 동면행정복지센터 ,충청남도 천안시 동남구 동면 동산1길 15,,,,,,,#N/A,,a
2138,충남,천안시 동남구, 중앙동행정복지센터 ,충청남도 천안시 동남구 원성천1길 17,,,,,,,#N/A,,b
2139,충남,천안시 동남구, 문성동행정복지센터 ,충청남도 천안시 동남구 문화로 15,041-521-4844,,,,,,#N/A,,a
2140,충남,천안시 동남구, 원성1동행정복지센터 ,충청남도 천안시 동남구 충절로 130,,,,041-521-4881,,,연결끊김 ,,b
2141,충남,천안시 동남구, 원성2동행정복지센터 ,충청남도 천안시 동남구 고재15길 15,041-521-4881,,,,,,#N/A,,a
2142,충남,천안시 동남구, 봉명동행정복지센터 ,충청남도 천안시 동남구 봉정로 39,041-521-4901,,,,,,#N/A,,b
2143,충남,천안시 동남구, 일봉동행정복지센터 ,충청남도 천안시 동남구 신용로 48,041-521-4922,,,,,,#N/A,,a
2144,충남,천안시 동남구, 신방동행정복지센터 ,충청남도 천안시 동남구 천안천변길 129-41,041-521-4941,,,,,,#N/A,,b
2145,충남,천안시 동남구, 청룡동행정복지센터 ,충청남도 천안시 동남구 청수14로 99,041-521-4961,,,,,,#N/A,,a
2146,충남,천안시 동남구, 신안동행정복지센터 ,충청남도 천안시 동남구 신부3길 16-6,041-521-4983,,,,,,#N/A,,b
2147,충남,천안시 서북구, 성환읍행정복지센터 ,충청남도 천안시 서북구 성환읍 성환13길 7,041-521-6750,,,,,,#N/A,,a
2148,충남,천안시 서북구, 성거읍행정복지센터 ,충청남도 천안시 서북구 성거읍 봉주로 469,041-523-3040,,,,,,#N/A,,b
2149,충남,천안시 서북구, 직산읍행정복지센터 ,충청남도 천안시 서북구 직산읍 삼은4길 2,041-521-6811,,,,,,#N/A,,a
2150,충남,천안시 서북구, 입장면행정복지센터 ,충청남도 천안시 서북구 입장면 입장로 129,041-521-6841,,,,,,#N/A,,b
2151,충남,천안시 서북구, 성정1동행정복지센터 ,충청남도 천안시 서북구 서북구 성정8길 5 ,041-521-6861,,,041-521-6862,,,연결끊김 ,,a
2152,충남,천안시 서북구, 성정2동행정복지센터 ,충청남도 천안시 서북구 서부8길 29,,,,041-521-6881,,,연결끊김 ,,b
2153,충남,천안시 서북구, 쌍용1동행정복지센터 ,충청남도 천안시 서북구 미라10길 21,041-523-3040,,,041-521-6139,,,성공,,a
2154,충남,천안시 서북구, 쌍용2동행정복지센터 ,충청남도 천안시 서북구 쌍용14길 70,041-521-6922,,,041-521-6139,,,성공,,b
2155,충남,천안시 서북구,쌍용3동행정복지센터,충청남도 천안시 서북구 월봉로 138,041-521-6941,,,,,,#N/A,,a
2156,충남,천안시 서북구, 백석동행정복지센터 ,충청남도 천안시 서북구 번영로 208,041-521-6961,,,,,,#N/A,,b
2157,충남,천안시 서북구, 불당1동행정복지센터 ,충청남도 천안시 서북구 봉서산로 64,041-521-6671,,,,,,#N/A,,a
2158,충남,천안시 서북구, 불당2동행정복지센터 ,충청남도 천안시 서북구 불당25로 182,041-521-6291,,,,,,#N/A,,b
2159,충남,천안시 서북구,부성1동행정복지센터,충청남도 천안시 서북구 부대중앙길 51,041-521-6981,,,,,,#N/A,,a
2160,충남,천안시 서북구,부성2동행정복지센터,충청남도 천안시 서북구 노태산로 133,041-521-6691,,,,,,#N/A,,b
2161,충남,공주시,유구읍행정복지센터,충청남도 공주시 유구읍 중앙1길 87-1,,,,041-840-2402,,,연결끊김 ,,a
2162,충남,공주시,이인면행정복지센터 ,충청남도 공주시 이인면 검바위로 217,,,,,,,#N/A,,b
2163,충남,공주시,탄천면행정복지센터 ,충청남도 공주시 탄천면 통산로 165,041-840-2787,,,041-852-1832,,,성공,,a
2164,충남,공주시,계룡면행정복지센터,충청남도 공주시 계룡면 영규대사로 489,,,,041-840-3800,,,연결끊김 ,,b
2165,충남,공주시,반포면행정복지센터 ,충청남도 공주시 반포면 반포초교길 30,,,,,,,#N/A,,a
2166,충남,공주시,의당면행정복지센터 ,충청남도 공주시 의당면 의당전의로 13,,,,,,,#N/A,,b
2167,충남,공주시,정안면행정복지센터 ,충청남도 공주시 정안면 정안중앙길 157,041-840-2672,,,,,,#N/A,,a
2168,충남,공주시,우성면행정복지센터 ,충청남도 공주시 우성면 동대리길 51,,,,041-840-2710,,,연결끊김 ,,b
2169,충남,공주시,사곡면행정복지센터 ,충청남도 공주시 사곡면 마곡사로 103,041-840-2750,,,,,,#N/A,,a
2170,충남,공주시,신풍면행정복지센터 ,충청남도 공주시 신풍면 안뜸길 14,,,,,,,#N/A,,b
2171,충남,공주시,중학동행정복지센터,충청남도 공주시 감영길 4,,,,041-853-9781,,,성공,,a
2172,충남,공주시,웅진동행정복지센터 ,충청남도 공주시 백미고을길 9-8,,,,,,,#N/A,,b
2173,충남,공주시,금학동행정복지센터,충청남도 공주시 우금티로 496-3,,,,041-840-2870,,,연결끊김 ,,a
2174,충남,공주시,옥룡동행정복지센터,충청남도 공주시 무령로 335,,,,041-840-2890,,,연결끊김 ,,b
2175,충남,공주시,신관동행정복지센터,충청남도 공주시 관골1길 24-5,,,,041-840-2930,,,연결끊김 ,,a
2176,충남,공주시,월송동행정복지센터,충청남도 공주시 월송동현로 51,,,,041-840-2970,,,연결끊김 ,,b
2177,충남,보령시,웅천읍행정복지센터,충청남도 보령시 웅천읍 장터중앙길 88,,,,,,,#N/A,,a
2178,충남,보령시,주포면행정복지센터,충청남도 보령시 주포면 질재로 47-10,,,,,,,#N/A,,b
2179,충남,보령시,주교면행정복지센터,충청남도 보령시 주교면 울계큰길 396,041-930-0802,,,041-930-4579,,,성공,,a
2180,충남,보령시,오천면행정복지센터,충청남도 보령시 오천면 솟재길 281,041-930-0803,,,,,,#N/A,,b
2181,충남,보령시,천북면행정복지센터,충청남도 보령시 천북면 홍보로 462,041-930-4658,,,041-930-4649,,,성공,,a
2182,충남,보령시,청소면행정복지센터,충청남도 보령시 청소면 청소큰길 167,041-930-0805,,,041-930-4679,,,성공,,b
2183,충남,보령시,청라면행정복지센터,충청남도 보령시 청라면 원모루길 223,041-930-0806,,,,,,#N/A,,a
2184,충남,보령시,남포면행정복지센터,충청남도 보령시 남포면 충서로 1839-20,,,,,,,#N/A,,b
2185,충남,보령시,주산면행정복지센터,충청남도 보령시 주산면 충서로 389-6,041-930-0808,,,,,,#N/A,,a
2186,충남,보령시,미산면행정복지센터,충청남도 보령시 미산면 내평봉성길 5,041-930-0809,,,041-930-4799,,,성공,,b
2187,충남,보령시,성주면행정복지센터,충청남도 보령시 성주면 심원계곡로 6-7,041-930-0812,,,041-537-3679,,,응답없음,,a
2188,충남,보령시,대천1동행정복지센터,충청남도 보령시 체육관길 14,041-930-0811,,,041-930-4859,,,성공,,b
2189,충남,보령시,대천2동행정복지센터,충청남도 보령시 중앙로 142-16,041-930-0812,,,041-930-4889,,,성공,,a
2190,충남,보령시,대천3동행정복지센터,충청남도 보령시 대청로 167,041-930-0813,,,041-930-4919,,,성공,,b
2191,충남,보령시,대천4동행정복지센터,충청남도 보령시 명천로 70,041-930-0814,,,041-930-4949,,,성공,,a
2192,충남,보령시,대천5동행정복지센터,충청남도 보령시 대천항로 204,041-930-0815,,,041-930-4979,,,성공,,b
2193,충남,아산시,염치읍행정복지센터,충청남도 아산시 염치읍 염치로 37,,,,,,,#N/A,,a
2194,충남,아산시,배방읍행정복지센터,충청남도 아산시배방읍 배방로 38 ,041-537-3623,,,041-537-3626,,,성공,,b
2195,충남,아산시,송악면행정복지센터,충청남도 아산시 송악면 송악로 790,041-360-8071,,,,,,#N/A,,a
2196,충남,아산시,탕정면행정복지센터,충청남도 아산시 탕정면 탕정면로 36,,,,041-537-3631,,,연결끊김 ,,b
2197,충남,아산시,음봉면행정복지센터,충청남도 아산시 음봉면 음봉면로 23-5,,,,041-537-3641,,,연결끊김 ,,a
2198,충남,아산시,둔포면행정복지센터,충청남도 아산시 둔포면 둔포면로 33,041-537-3651,,,,,,#N/A,,b
2199,충남,아산시,영인면행정복지센터,충청남도 아산시 영인면 영인로 78,041-533-3946,,,041-840-3800,,,연결끊김 ,,a
2200,충남,아산시,인주면행정복지센터,충청남도 아산시 인주면 현대로 1295,041-537-3671,,,041-537-3679,,,응답없음,,b
2201,충남,아산시,선장면행정복지센터,충청남도 아산시 선장면 선장로 137,041-537-3701,,,,,,#N/A,,a
2202,충남,아산시,도고면행정복지센터,충청남도 아산시 도고면 도고면로 91,041-537-3691,,,,,,#N/A,,b
2203,충남,아산시,신창면행정복지센터,충청남도 아산시 신창면 서부북로 631,041-537-3701,,,,,,#N/A,,a
2204,충남,아산시,온양1동행정복지센터,충청남도 아산시 번영로 77,,,,041-537-3711,,,연결끊김 ,,b
2205,충남,아산시,온양2동행정복지센터,충청남도 아산시 중앙로 40,041-542-3062,,,,,,#N/A,,a
2206,충남,아산시,온양3동행정복지센터,충청남도 아산시 삼동로40번길 14,041-537-3731,,,,,,#N/A,,b
2207,충남,아산시,온양4동행정복지센터,충청남도 아산시 실옥로 220,041-537-3741,,,,,,#N/A,,a
2208,충남,아산시,온양5동행정복지센터,충청남도 아산시 시민로 286,041-537-3751,,,,,,#N/A,,b
2209,충남,아산시,온양6동행정복지센터,충청남도 아산시 외암로 1330,041-537-3761,,,,,,#N/A,,a
2210,충남,서산시,대산읍행정복지센터,충청남도 서산시 대산읍 구진로 42-4,041-660-2601,,,,,,#N/A,,b
2211,충남,서산시,인지면행정복지센터,충청남도 서산시 인지면 무학로 1677,041-660-3405,,,041-537-3679,,,응답없음,,a
2212,충남,서산시,부석면행정복지센터,충청남도 서산시 부석면 취평2길 26-13,041-681-6974,,,041-662-4001,,,연결끊김 ,,b
2213,충남,서산시,팔봉면행정복지센터,충청남도 서산시 팔봉면 팔봉1로 392,041-662-6300,,,,,,#N/A,,a
2214,충남,서산시,지곡면행정복지센터,충청남도 서산시 지곡면 안견관길 15,041-660-3475,,,041-660-3467,,,연결끊김 ,,b
2215,충남,서산시,성연면행정복지센터,충청남도 서산시 성연면 마루들길 15,041-662-8301,,,,,,#N/A,,a
2216,충남,서산시,음암면행정복지센터,충청남도 서산시 음암면 운암로 381,041-663-5200,,,,,,#N/A,,b
2217,충남,서산시,운산면행정복지센터,충청남도 서산시 운산면 운암로 1016,041-663-4005,,,,,,#N/A,,a
2218,충남,서산시,해미면행정복지센터,충청남도 서산시 해미면 남문2로 109,041-681-1600,,,041-660-3550,,,연결끊김 ,,b
2219,충남,서산시,고북면행정복지센터,충청남도 서산시 고북면 고북1로 294,041-660-3569,,,,,,#N/A,,a
2220,충남,서산시,부춘동행정복지센터,충청남도 서산시 문화로 54,,,,041-660-2611,,,연결끊김 ,,b
2221,충남,서산시,동문1동행정복지센터,충청남도 서산시 학동3로 53,041-664-2222,,,,,,#N/A,,a
2222,충남,서산시,동문2동행정복지센터,충청남도 서산시 율지6로 6,,,,,,,#N/A,,b
2223,충남,서산시,수석동행정복지센터,충청남도 서산시 무석1로 2,041-664-2226,,,,,,#N/A,,a
2224,충남,서산시,석남동행정복지센터,충청남도 서산시 남부순환로 982,,,,,,,#N/A,,b
2225,충남,논산시,강경읍사무소 ,충청남도 논산시 강경읍 계백로 162,041-730-4677,,,041-746-8509,,,성공,,a
2226,충남,논산시,연무읍사무소 ,충청남도 논산시 연무읍 안심로 50,,,,041-746-8549,,,성공,,b
2227,충남,논산시,성동면사무소 ,충청남도 논산시 성동면 성동로 275,041-746-8582,,,041-746-8589,,,성공,,a
2228,충남,논산시,광석면사무소 ,충청남도 논산시 광석면 사계로 441,,,,041-746-8619,,,성공,,b
2229,충남,논산시,노성면사무소 ,충청남도 논산시 노성면 노성로585번길 12-8,041-730-4605,,,041-746-8649,,,성공,,a
2230,충남,논산시,상월면사무소 ,충청남도 논산시 상월면 백일헌로 1049,,,,041-746-8672,,,연결끊김 ,,b
2231,충남,논산시,부적면사무소 ,충청남도 논산시 부적면 마구평길 22,,,,041-746-8702,,,연결끊김 ,,a
2232,충남,논산시,연산면사무소 ,충청남도 논산시 연산면 선비로275번길 21,,,,041-730-4768,,,라인혼잡,,b
2233,충남,논산시,벌곡면사무소 ,충청남도 논산시 벌곡면 황룡제로 594,041-746-8761,,,041-746-8769,,,성공,,a
2234,충남,논산시,양촌면사무소 ,충청남도 논산시 양촌면 매죽헌로1665번길 28,041-746-6481,,,,,,#N/A,,b
2235,충남,논산시,가야곡면사무소 ,충청남도 논산시 가야곡면 덕은로 22,041-746-8825,,,041-746-8829,,,성공,,a
2236,충남,논산시,은진면사무소,충청남도 논산시 은진면 매죽헌로37번길 13,041-730-4612,,,,,,#N/A,,b
2237,충남,논산시,채운면사무소 ,충청남도 논산시 채운면 채운로 41,,,,041-746-8881,,,연결끊김 ,,a
2238,충남,논산시,취암동행정복지센터,충청남도 논산시 시민로 389,041-730-4614,,,,,,#N/A,,b
2239,충남,논산시,부창동행정복지센터,충청남도 논산시 시민로 389,,,,041-730-4615,,,라인혼잡,,a
2240,충남,계룡시,두마면사무소 ,충청남도 계룡시 두마면 팥거리2길 14,,,,,,,#N/A,,b
2241,충남,계룡시,엄사면사무소 ,충청남도 계룡시 엄사면 번영로 47,,,,,,,#N/A,,a
2242,충남,계룡시,신도안면사무소 ,충청남도 계룡시 신도안면 신도안2길 59,,,,,,,#N/A,,b
2243,충남,계룡시,금암동주민센터 ,충청남도 계룡시 장안1길 28,,,,,,,#N/A,,a
2244,충남,당진시,합덕읍행정복지센터,충청남도 당진시 합덕읍 예덕로 403,041-360-8003,,,041-360-8002,,,연결끊김 ,,b
2245,충남,당진시,송악읍행정복지센터,충청남도 당진시 송악읍 반촌로 59,041-360-8071,,,041-360-8079,,,성공,,a
